name,src,party,name_bn,seat_no,symbol,alliance,seat,district,division
Ed. Md. Ziaul Haque Mridha,ed_md_ziaul_haque_mridha_brahmanbaria_2.jpg,JaPa,এডঃ মোঃ জিয়াউল হক মৃধা,244,লাঙ্গল,JaPa,Brahmanbaria-2,Brahmanbaria,Chittagong
Mohammed Junaid Al Habib,mohammed_junaid_al_habib_brahmanbaria_2.jpg,Jamiat Ulama-e-Islam Bangladesh,মোহাম্মদ জুনায়েদ আল হাবীব,244,খেজুর গাছ,BNP,Brahmanbaria-2,Brahmanbaria,Chittagong
Ashraf Uddin,ashraf_uddin_brahmanbaria_2.jpg,NCP,আশরাফ উদ্দীন,244,শাপলা কলি,Jamaat-NCP,Brahmanbaria-2,Brahmanbaria,Chittagong
Md. Khaled Hossain Mahbub,md_khaled_hossain_mahbub_brahmanbaria_3.jpg,BNP,মোঃ খালেদ হোসেন মাহবুব,245,ধানের শীষ,BNP,Brahmanbaria-3,Brahmanbaria,Chittagong
Md. Omar Yusuf Khan,md_omar_yusuf_khan_brahmanbaria_3.jpg,Independent,মোঃ  ওমর ইউসুফ  খান,245,হরিণ,,Brahmanbaria-3,Brahmanbaria,Chittagong
Md. Abu Hanif,md_abu_hanif_brahmanbaria_3.jpg,Insaniat Biplab Bangladesh,মোঃ আবু হানিফ,245,আপেল,,Brahmanbaria-3,Brahmanbaria,Chittagong
Niazul Karim,niazul_karim_brahmanbaria_3.jpg,Islami Andolan Bangladesh,নিয়াজুল করীম,245,হাতপাখা,IAB,Brahmanbaria-3,Brahmanbaria,Chittagong
Ayesha Akhter,ayesha_akhter_brahmanbaria_3.jpg,Islamic Front,আয়েশা আক্তার,245,চেয়ার,,Brahmanbaria-3,Brahmanbaria,Chittagong
Md. Rezaul Islam Bhuiyan,md_rezaul_islam_bhuiyan_brahmanbaria_3.jpg,JaPa,মোঃ রেজাউল ইসলাম ভূঞা,245,লাঙ্গল,JaPa,Brahmanbaria-3,Brahmanbaria,Chittagong
Ataullah,ataullah_brahmanbaria_3.jpg,NCP,আতাউল্লাহ,245,শাপলা কলি,Jamaat-NCP,Brahmanbaria-3,Brahmanbaria,Chittagong
Mushfiqur Rahman,mushfiqur_rahman_brahmanbaria_4.jpg,BNP,মুশফিকুর রহমান,246,ধানের শীষ,BNP,Brahmanbaria-4,Brahmanbaria,Chittagong
Md. Zahirul Haque Chowdhury,md_zahirul_haque_chowdhury_brahmanbaria_4.jpg,GOP (Nuru),মোঃ জহিরুল হক চৌধুরী,246,ট্রাক,,Brahmanbaria-4,Brahmanbaria,Chittagong
Rafi Uddin,rafi_uddin_brahmanbaria_4.jpg,Insaniat Biplab Bangladesh,রফি উদ্দীন,246,আপেল,,Brahmanbaria-4,Brahmanbaria,Chittagong
Md. Jasim,md_jasim_brahmanbaria_4.jpg,Islami Andolan Bangladesh,মোঃ জসিম,246,হাতপাখা,IAB,Brahmanbaria-4,Brahmanbaria,Chittagong
Md. Zahirul Haque Khan,md_zahirul_haque_khan_brahmanbaria_4.jpg,JaPa,মোঃ জহিরুল হক খাঁন,246,লাঙ্গল,JaPa,Brahmanbaria-4,Brahmanbaria,Chittagong
Md. Ataur Rahman Sarker,md_ataur_rahman_sarker_brahmanbaria_4.jpg,Jamaat,মোঃ আতাউর রহমান সরকার,246,দাঁড়িপাল্লা,Jamaat-NCP,Brahmanbaria-4,Brahmanbaria,Chittagong
Shaheen Khan,shaheen_khan_brahmanbaria_4.jpg,NPP,শাহীন খান,246,আম,,Brahmanbaria-4,Brahmanbaria,Chittagong
Md. Abdul Mannan,md_abdul_mannan_brahmanbaria_5.jpg,BNP,মোঃ আবদুল মান্নান,247,ধানের শীষ,BNP,Brahmanbaria-5,Brahmanbaria,Chittagong
Amjad Hossain,amjad_hossain_brahmanbaria_5.jpg,Bangladesh Khelafat Majlish,আমজাদ হোসাইন,247,রিক্সা,Jamaat-NCP,Brahmanbaria-5,Brahmanbaria,Chittagong
Md. Shaheen Khan,md_shaheen_khan_brahmanbaria_5.jpg,CPB,মোঃ শাহীন খান,247,কাস্তে,,Brahmanbaria-5,Brahmanbaria,Chittagong
Nahida Jahan,nahida_jahan_brahmanbaria_5.jpg,Ganosamhati Andolon (Saki),‌নাহিদা জাহান,247,মাথাল,,Brahmanbaria-5,Brahmanbaria,Chittagong
Kazi Nazmul Hossain,kazi_nazmul_hossain_brahmanbaria_5.jpg,Independent,কাজী নাজমুল হোসেন,247,ফুটবল,,Brahmanbaria-5,Brahmanbaria,Chittagong
Mohammad Ashraful Haque,mohammad_ashraful_haque_brahmanbaria_5.jpg,Insaniat Biplab Bangladesh,মোহাম্মদ আশরাফুল হক,247,আপেল,,Brahmanbaria-5,Brahmanbaria,Chittagong
Nazrul Islam,nazrul_islam_brahmanbaria_5.jpg,Islami Andolan Bangladesh,নজরুল ইসলাম,247,হাতপাখা,IAB,Brahmanbaria-5,Brahmanbaria,Chittagong
Mohammad Kamrul Islam,mohammad_kamrul_islam_brahmanbaria_5.jpg,JaPa,মোহাম্মদ কামরুল ইসলাম,247,লাঙ্গল,JaPa,Brahmanbaria-5,Brahmanbaria,Chittagong
Md. Abu Naser,md_abu_naser_brahmanbaria_6.jpg,Bangladesh Islami Front,,248,,,Brahmanbaria-6,Brahmanbaria,Chittagong
Shafiqul Islam,shafiqul_islam_brahmanbaria_6.jpg,GOP (Nuru),সফিকুল ইসলাম,248,ট্রাক,,Brahmanbaria-6,Brahmanbaria,Chittagong
Md. Jonayed Abdur Rahim Saki,md_jonayed_abdur_rahim_saki_brahmanbaria_6.jpg,Ganosamhati Andolon (Saki),মোঃ জোনায়েদ আব্দুর রহিম সাকি,248,মাথাল,BNP,Brahmanbaria-6,Brahmanbaria,Chittagong
Dr. Md. Saiduzzaman Kamal,dr_md_saiduzzaman_kamal_brahmanbaria_6.jpg,Independent,ডঃ মোঃ সাইদুজ্জামান কামাল,248,হরিণ,,Brahmanbaria-6,Brahmanbaria,Chittagong
Mohammad Abu Kayes Sikder,mohammad_abu_kayes_sikder_brahmanbaria_6.jpg,Independent,মোহাম্মদ আবু কায়েস সিকদার,248,ফুটবল,,Brahmanbaria-6,Brahmanbaria,Chittagong
Md. Habibur Rahman,md_habibur_rahman_brahmanbaria_6.jpg,Insaniat Biplab Bangladesh,মোঃ হাবিবুর রহমান,248,আপেল,,Brahmanbaria-6,Brahmanbaria,Chittagong
Saeed Uddin Khan,saeed_uddin_khan_brahmanbaria_6.jpg,Islami Andolan Bangladesh,সাইদউদ্দিন খাঁন,248,হাতপাখা,IAB,Brahmanbaria-6,Brahmanbaria,Chittagong
K. M. Jabir,k_m_jabir_brahmanbaria_6.jpg,JSD,কে এম জাবির,248,তারা,,Brahmanbaria-6,Brahmanbaria,Chittagong
Md. Mohsin,md_mohsin_brahmanbaria_6.jpg,Jamaat,মোঃ মহসীন,248,দাঁড়িপাল্লা,Jamaat-NCP,Brahmanbaria-6,Brahmanbaria,Chittagong
Md. Shafiqul Islam,md_shafiqul_islam_brahmanbaria_6.jpg,NPP,মোঃ সফিকুল ইসলাম,248,আম,,Brahmanbaria-6,Brahmanbaria,Chittagong
A N M Ehsanul Hoque Milon,a_n_m_ehsanul_hoque_milon_chandpur_1.jpg,BNP,আ ন ম এহছানুল হক মিলন,260,ধানের শীষ,BNP,Chandpur-1,Chandpur,Chittagong
Mohammed Nasir Uddin,mohammed_nasir_uddin_chandpur_1.jpg,Bangladesh Islami Front,মোহাম্মদ নাছির উদ্দিন,260,মোমবাতি,,Chandpur-1,Chandpur,Chittagong
Md. Anayet Hossen,md_anayet_hossen_chandpur_1.jpg,GOP (Nuru),মোঃ এনায়েত হোসেন,260,ট্রাক,,Chandpur-1,Chandpur,Chittagong
Mohammad Azad Hossain,mohammad_azad_hossain_chandpur_1.jpg,Gano Forum,মোহাম্মদ আজাদ হোসেন,260,উদীয়মান সূর্য,,Chandpur-1,Chandpur,Chittagong
Habib Khan,habib_khan_chandpur_1.jpg,JaPa,হাবিব খান,260,লাঙ্গল,JaPa,Chandpur-1,Chandpur,Chittagong
Abu Nasar Mohammad Makbol Ahmad,abu_nasar_mohammad_makbol_ahmad_chandpur_1.jpg,Jamaat,আবু নছর মোহাম্মদ মকবুল আহমদ,260,দাঁড়িপাল্লা,Jamaat-NCP,Chandpur-1,Chandpur,Chittagong
Md. Jalal Uddin,md_jalal_uddin_chandpur_2.jpg,BNP,মোঃ জালাল উদ্দিন,261,ধানের শীষ,BNP,Chandpur-2,Chandpur,Chittagong
Md. Faijunnur,md_faijunnur_chandpur_2.jpg,BRP,মোঃ ফয়জুন্নুর,261,হাতি,,Chandpur-2,Chandpur,Chittagong
Nasima Nazneen Sarker,nasima_nazneen_sarker_chandpur_2.jpg,Bangladesh Labor Party,নাসিমা নাজনীন সরকার,261,আনারস,,Chandpur-2,Chandpur,Chittagong
Md. Golaf Hossain,md_golaf_hossain_chandpur_2.jpg,GOP (Nuru),মোঃ গোলাফ হোসেন,261,ট্রাক,,Chandpur-2,Chandpur,Chittagong
Mansur,mansur_chandpur_2.jpg,Islami Andolan Bangladesh,মানসুর,261,হাতপাখা,IAB,Chandpur-2,Chandpur,Chittagong
Md. Amran Hossain Mia,md_amran_hossain_mia_chandpur_2.jpg,JaPa,মোঃ এমরান হোসেন মিয়া,261,লাঙ্গল,JaPa,Chandpur-2,Chandpur,Chittagong
Md. Billal Hosion,md_billal_hosion_chandpur_2.jpg,LDP,মোঃ বিল্লাল হোসেন,261,ছাতা,Jamaat-NCP,Chandpur-2,Chandpur,Chittagong
Md. Anamul Hoque,md_anamul_hoque_chandpur_2.jpg,Nagorik Oikko,মোঃ এনামুল হক,261,কেটলি,,Chandpur-2,Chandpur,Chittagong
Sk Farid Ahmed,sk_farid_ahmed_chandpur_3.jpg,BNP,শেখ ফরিদ আহম্মেদ,262,ধানের শীষ,BNP,Chandpur-3,Chandpur,Chittagong
A. H. M. Ahsan Ullah,a_h_m_ahsan_ullah_chandpur_3.jpg,Bangladesh Islami Front,এ এইচ এম আহসান উল্লাহ,262,মোমবাতি,,Chandpur-3,Chandpur,Chittagong
Md. Jahangir Hossain,md_jahangir_hossain_chandpur_3.jpg,CPB,মোঃ জাহাঙ্গীর হোসেন,262,কাস্তে,,Chandpur-3,Chandpur,Chittagong
Md. Zakir Hossain,md_zakir_hossain_chandpur_3.jpg,GOP (Nuru),মোঃ জাকির হোসেন,262,ট্রাক,,Chandpur-3,Chandpur,Chittagong
Salim Akbar,salim_akbar_chandpur_3.jpg,Gano Forum,সেলিম আকবর,262,উদীয়মান সূর্য,,Chandpur-3,Chandpur,Chittagong
Md. Jaynal Abdin Shakh,md_jaynal_abdin_shakh_chandpur_3.jpg,Islami Andolan Bangladesh,মোঃ জয়নাল আবদিন শেখ,262,হাতপাখা,IAB,Chandpur-3,Chandpur,Chittagong
Md. Shahjahan Miah,md_shahjahan_miah_chandpur_3.jpg,Jamaat,মোঃ শাহজাহান মিয়া,262,দাঁড়িপাল্লা,Jamaat-NCP,Chandpur-3,Chandpur,Chittagong
Md. Harunur Rashid,md_harunur_rashid_chandpur_4.jpg,BNP,মোঃ হারুনুর রশিদ,263,ধানের শীষ,BNP,Chandpur-4,Chandpur,Chittagong
Md. Abdul Malek,md_abdul_malek_chandpur_4.jpg,Bangladesh Islami Front,মোঃ আব্দুল মালেক,263,মোমবাতি,,Chandpur-4,Chandpur,Chittagong
Md. Munir Chowdhury,md_munir_chowdhury_chandpur_4.jpg,Gano Forum,মোঃ মুনীর চৌধুরী,263,উদীয়মান সূর্য,,Chandpur-4,Chandpur,Chittagong
Md. Abdul Hannan,md_abdul_hannan_chandpur_4.jpg,Independent,মোঃ আবদুল হান্নান,263,চিংড়ি,,Chandpur-4,Chandpur,Chittagong
Zakir Hossain,zakir_hossain_chandpur_4.jpg,Independent,জাকির হোসাইন,263,ঘুড়ি,,Chandpur-4,Chandpur,Chittagong
Mokbul Hossain,mokbul_hossain_chandpur_4.jpg,Islami Andolan Bangladesh,মকবুল হোসাইন,263,হাতপাখা,IAB,Chandpur-4,Chandpur,Chittagong
Mahmud Alam,mahmud_alam_chandpur_4.jpg,JaPa,মাহ্‌মুদ আলম,263,লাঙ্গল,JaPa,Chandpur-4,Chandpur,Chittagong
Md. Billal Hossain Miaji,md_billal_hossain_miaji_chandpur_4.jpg,Jamaat,মোঃ বিল্লাল হোসেন মিয়াজী,263,দাঁড়িপাল্লা,Jamaat-NCP,Chandpur-4,Chandpur,Chittagong
Md. Maminul Haque,md_maminul_haque_chandpur_5.jpg,BNP,মোঃ মমিনুল হক,264,ধানের শীষ,BNP,Chandpur-5,Chandpur,Chittagong
Md. jakir Hossain Prodhania,md_jakir_hossain_prodhania_chandpur_5.jpg,Independent,মোঃ জাকির হোসেন প্রধানিয়া,264,ফুটবল,,Chandpur-5,Chandpur,Chittagong
Md. Mahmud Hasan Nayan,md_mahmud_hasan_nayan_chandpur_5.jpg,Insaniat Biplab Bangladesh,মোঃ মাহমুদ হাসান নয়ন,264,আপেল,,Chandpur-5,Chandpur,Chittagong
Mohammad Ali Patwary,mohammad_ali_patwary_chandpur_5.jpg,Islami Andolan Bangladesh,মোহাম্মদ আলী পাটোয়ারি,264,হাতপাখা,IAB,Chandpur-5,Chandpur,Chittagong
Sayed Bahadur Shah Mujaddedi,sayed_bahadur_shah_mujaddedi_chandpur_5.jpg,Islamic Front,সৈয়দ বাহাদুর শাহ্ মুজাদ্দেদী,264,চেয়ার,,Chandpur-5,Chandpur,Chittagong
Mirza Gious Uddin,mirza_gious_uddin_chandpur_5.jpg,JaPa,মির্জা গিয়াস উদ্দিন,264,লাঙ্গল,JaPa,Chandpur-5,Chandpur,Chittagong
Md. Neamul Bashir,md_neamul_bashir_chandpur_5.jpg,LDP,মোঃ নেয়ামুল বশির,264,ছাতা,Jamaat-NCP,Chandpur-5,Chandpur,Chittagong
Md. Shahjahan Mia,md_shahjahan_mia_chapainawabganj_1.jpg,BNP,মোঃ শাহ্‌জাহান মিঞা,43,ধানের শীষ,BNP,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Nawab Md. Shamsul Hoda,nawab_md_shamsul_hoda_chapainawabganj_1.jpg,Bangladesh Islami Front,নবাব মোঃ শামসুল হোদা,43,মোমবাতি,,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Md. Abdul Halim,md_abdul_halim_chapainawabganj_1.jpg,Bangladesh Sangskritik Muktijote,,43,,,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Md. Monirul Islam (Moniur),md_monirul_islam_(moniur)_chapainawabganj_1.jpg,Islami Andolan Bangladesh,মোঃ মনিরুল ইসলাম,43,হাতপাখা,IAB,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Md. Afzal Hossain,md_afzal_hossain_chapainawabganj_1.jpg,JaPa,মোহাঃ আফজাল হোসেন,43,লাঙ্গল,JaPa,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Md. Keramat Ali,md_keramat_ali_chapainawabganj_1.jpg,Jamaat,মোঃ কেরামত আলী,43,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-1,Chapai Nawabganj,Rajshahi
Md. Aminul Islam,md_aminul_islam_chapainawabganj_2.jpg,BNP,মোঃ আমিনুল ইসলাম,44,ধানের শীষ,BNP,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
Md. Sadequl Islam,md_sadequl_islam_chapainawabganj_2.jpg,CPB,মোঃ সাদেকুল ইসলাম,44,কাস্তে,,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
Md. Ibrahim Khalil,md_ibrahim_khalil_chapainawabganj_2.jpg,Islami Andolan Bangladesh,ডা. ইব্রাহীম খলীল,44,হাতপাখা,IAB,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
Mohamod Khurshid Alam,mohamod_khurshid_alam_chapainawabganj_2.jpg,JaPa,মোহাম্মদ খুরশিদ আলম,44,লাঙ্গল,JaPa,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
Md. Mizanur Rahman,md_mizanur_rahman_chapainawabganj_2.jpg,Jamaat,মুঃ মিজানুর রহমান,44,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-2,Chapai Nawabganj,Rajshahi
Md. Harunur Rashid,md_harunur_rashid_chapainawabganj_3.jpg,BNP,মোঃ হারুনুর রশীদ,45,ধানের শীষ,BNP,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
Md. Shofikul Islam,md_shofikul_islam_chapainawabganj_3.jpg,GOP (Nuru),মোঃ শফিকুল ইসলাম,45,ট্রাক,,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
Md. Monirul Islam,md_monirul_islam_chapainawabganj_3.jpg,Islami Andolan Bangladesh,মোঃ মনিরুল ইসলাম,45,হাতপাখা,IAB,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
Md. Fazlur Islam Khan,md_fazlur_islam_khan_chapainawabganj_3.jpg,JSD,মোঃ ফজলুর ইসলাম খাঁন,45,তারা,,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
Md. Nurul Islam,md_nurul_islam_chapainawabganj_3.jpg,Jamaat,মোঃ নূরুল ইসলাম,45,দাঁড়িপাল্লা,Jamaat-NCP,Chapai Nawabganj-3,Chapai Nawabganj,Rajshahi
Nurul Amin,nurul_amin_chattogram_1.jpg,BNP,নুরুল আমিন,278,ধানের শীষ,BNP,Chittagong-1,Chittagong,Chittagong
Sk. Zulfiqur Bulbul Chowdhury,sk_zulfiqur_bulbul_chowdhury_chattogram_1.jpg,Bangladesh Muslim League,শেখ জুলফিকার বুলবুল চৌধুরী,278,হাত (পাঞ্জা),,Chittagong-1,Chittagong,Chittagong
Rezaul Karim,rezaul_karim_chattogram_1.jpg,Insaniat Biplab Bangladesh,রেজাউল করিম,278,আপেল,,Chittagong-1,Chittagong,Chittagong
Ferdaus Ahmed Chowdhury,ferdaus_ahmed_chowdhury_chattogram_1.jpg,Islami Andolan Bangladesh,ফেরদৌস আহমদ চৌধুরী,278,হাতপাখা,IAB,Chittagong-1,Chittagong,Chittagong
A. K. M. Abu Yusufe,a_k_m_abu_yusufe_chattogram_1.jpg,JSD,এ কে এম আবু ইউছুপ,278,তারা,,Chittagong-1,Chittagong,Chittagong
Syed Sahadat Hossain,syed_sahadat_hossain_chattogram_1.jpg,JaPa,সৈয়দ শাহাদাৎ হোসেন,278,লাঙ্গল,JaPa,Chittagong-1,Chittagong,Chittagong
Mohammad Saifur Rahaman,mohammad_saifur_rahaman_chattogram_1.jpg,Jamaat,মোহাম্মদ  ছাইফুর রহমান,278,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-1,Chittagong,Chittagong
Sayeed Al Noman,sayeed_al_noman_chattogram_10.jpg,BNP,সাঈদ আল নোমান,287,ধানের শীষ,BNP,Chittagong-10,Chittagong,Chittagong
Asma Akther,asma_akther_chattogram_10.jpg,BaSaD (M),আসমা আকতার,287,কাঁচি,,Chittagong-10,Chittagong,Chittagong
Md. Usman Gani,md_usman_gani_chattogram_10.jpg,Bangladesh Labor Party,মোঃ ওসমান গনি,287,আনারস,,Chittagong-10,Chittagong,Chittagong
Mohammed Arman Ali,mohammed_arman_ali_chattogram_10.jpg,Independent,মোহাম্মদ আরমান আলী,287,ফুটবল,,Chittagong-10,Chittagong,Chittagong
Sabina Khatun,sabina_khatun_chattogram_10.jpg,Insaniat Biplab Bangladesh,সাবিনা খাতুন,287,আপেল,,Chittagong-10,Chittagong,Chittagong
Muhammed Jannatul Islam,muhammed_jannatul_islam_chattogram_10.jpg,Islami Andolan Bangladesh,মুহাম্মদ জান্নাতুল ইসলাম,287,হাতপাখা,IAB,Chittagong-10,Chittagong,Chittagong
Md Liaket Ali,md_liaket_ali_chattogram_10.jpg,Islamic Front,মোঃ লিয়াকত আলী,287,চেয়ার,,Chittagong-10,Chittagong,Chittagong
Muhammad Emdad Hossain,muhammad_emdad_hossain_chattogram_10.jpg,JaPa,মোহামমদ এমদাদ হোসাইন চৌধুরী,287,লাঙ্গল,JaPa,Chittagong-10,Chittagong,Chittagong
Muhammad Shamsuzzaman Helaly,muhammad_shamsuzzaman_helaly_chattogram_10.jpg,Jamaat,মুহাম্মদ শামসুজ্জামান হেলালী,287,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-10,Chittagong,Chittagong
Amir Khosru Mahmud Chowdhury,amir_khosru_mahmud_chowdhury_chattogram_11.jpg,BNP,আমির খসরু মাহমুদ চৌধুরী,288,ধানের শীষ,BNP,Chittagong-11,Chittagong,Chittagong
Md. Nizamul Hoq All kaderi,md_nizamul_hoq_all_kaderi_chattogram_11.jpg,BaSaD,মোঃ নিজামুল হক আল কাদেরী,288,মই,,Chittagong-11,Chittagong,Chittagong
Dipa Majumder,dipa_majumder_chattogram_11.jpg,BaSaD (M),দীপা মজুমদার,288,কাঁচি,,Chittagong-11,Chittagong,Chittagong
Muhammed Nezam Uddin,muhammed_nezam_uddin_chattogram_11.jpg,GOP (Nuru),মুহাম্মদ নেজাম উদ্দীন,288,ট্রাক,,Chittagong-11,Chittagong,Chittagong
Uzzwal Bhowmik,uzzwal_bhowmik_chattogram_11.jpg,Gano Forum,উজ্জল ভৌমিক,288,উদীয়মান সূর্য,,Chittagong-11,Chittagong,Chittagong
Md Jahangir Bhuiyan,md_jahangir_bhuiyan_chattogram_11.jpg,Independent,মোহাম্মদ জাহাঙ্গীর ভূঁইয়া,288,সূর্যমুখী ফুল,,Chittagong-11,Chittagong,Chittagong
Md. Aziz Meah,md_aziz_meah_chattogram_11.jpg,Insaniat Biplab Bangladesh,মোঃ আজিজ মিয়া,288,আপেল,,Chittagong-11,Chittagong,Chittagong
